ISO_COUNTRY_CODE,AWARD_VALUE_EURO,CRIT_CRITERIA
FR,125687.5,Pertinence de l&apos;organisation du candidat pour l&apos;exécution de chaque élément de mission---Qualité des moyens humains affectés; appuyée sur des expériences similaires au présent dossier et les qualifications demandées au titre de l&apos;exécution des présentes missions---Schéma chronologique type retranscrivant la mise en œuvre de chaque élément de mission
RO,11539.84,
UK,4506.43,
ES,,Calidad del seguimiento del servicio (todos los lotes)---Calidad técnica de la propuesta (todos los lotes)---Lote 1. Reducción plazo de respuesta y resolución de incidencias---Lote 1. Reducción plazo implantación; parametrización y puesta en marcha---Lote 1. Reducción plazo volcado datos histórico para trabajar---Lote 2. Módulo Business Intelligence---Lote 2. Reducción de plazo de implantación---Lote 4. Elaboración anual de auditoria e informe de eficacia---Lote 4. Mejora en el plazo de implantación---Lote 4. Mejora en el tiempo de resolución de incidencias---Lote 4. Posibilidad de gestión de personal mediante el uso de «smartphones» con sistemas de geolocalización---Oferta económica Lote 1---Oferta económica Lote 2---Oferta económica Lote 3---Oferta económica Lote 4
RO,274.69,
FR,5875,
IE,229116,Quality of tenderer&apos;s methodology for ensuring continuity of supply and reliable deliveries---Quality of tenderer&apos;s methodology in respect of disaster recovery proposals---Quality of tenderer&apos;s proposals in respect good recalls; client complaints procedure and corrective actions---Quality of tenderer&apos;s proposals in respect of proposed product traceability---Quality of tenderer&apos;s proposed contract management plan---Ultimate cost
ES,,
PL,1264.66,Termin wykonania zamówienia
GR,3585.78,
PL,,
RO,181.23,
ES,0.01,
DE,1,
CH,67.2,Concept de formation---Organisation des commandes et personne de contact---Références---Surcharge matérielle---Taux horaire pondéré
BE,,
PL,37695.46,
SE,,
PL,2436.24,termin dostawy
RO,49733.42,
HU,676298.8,
PL,,
DK,,
NL,1,Continuity---Interviews---Price---Reintegration
HU,269896.58,Járműgyártói/első beépítésű alkatrészek megajánlása (Ft/12 hónap)
ES,,
RO,47999.39,Termen de garanție produs
IT,,Criteri indicati nella documentazione di gara
BG,,
SI,800,
UK,1815.85,Attributes---Capability---Client review---Custom metric---Features---Qualifications
SI,24050,
UK,112557.96,
PL,1078.33,Dostawa na ratunek” w ciągu 12 godz.; także w dni wolne od pracy (tj. soboty; niedziele i święta)
SI,2269.83,
RO,,
PL,180653.09,Samodzielna realizacja kluczowych elementów (części) zamówienia---cena
LT,,
RO,,
UK,16.52,Attributes---Capability---Client review---Custom metric---Features---Qualifications
RO,153414.96,Lanţul de aprovizionare (P2)
RO,,
ES,0.01,Bolsa de horas para trabajos extraordinarios---Empleo de productos de limpieza con ecoetiqueta---Empleo de productos de material reciclado y/o respetuoso con el medio ambiente---Oferta económica-Lote 2---Servicio de gestión de residuos---Servicio de jardinería---Servicio de limpieza y servicios adicionales---Servicio de vigilancia---Sistema de gestión de incidencias
RO,,
RO,,
RO,477.09,
LV,9333.33,
PL,954330.57,
DE,0.01,
RO,7375.72,
RO,6536.99,
RO,620.61,
ES,120314.66,
SI,,
DE,676582091.35,
PL,63523.83,
FR,85380,Qualité de gestion de la compagnie ou de l&apos;intermédiaire et présentation du dossier---Valeur technique
BG,7158.2,
PL,111.69,Termin dostawy---Termin płatności
ES,,Criterio proposición económica---Criterios basados en juicios de valor---Criterios de aplicación de reglas o fórmulas
FR,1357666,Valeur technique
IT,1440,qualità
FR,1030,Valeur technique
ES,386169.84,La oferta económicamente más ventajosa teniendo en cuenta los criterios que figuren en el pliego de condiciones o en la invitación a licitar o a negociar
IT,668160,Offerta tecnica
FR,198783.4,Performance en matière de protection de l&apos;environnement (note de 0 à 20 points)---Prix (note de 0 à 20 points)---Valeur technique (note de 0 à 20 points)
PL,581658.38,moc modułu fotowoltaicznego---okres gwarancji
BG,,
DK,,Montagetid---Teknisk Løsning
ES,624357.9,
UK,,
RO,95294.29,Numarul de agenti care indeplinesc conditia enumerata mai jos
DE,,
FR,,
FR,2700000,Valeur technique et qualitative de l&apos;offre
SI,322184.47,
SI,,Cena---Dodatne ugodnosti
UK,20.22,Attributes---Capability---Client review---Custom metric---Features---Qualifications
PL,1823.34,kryterium pozacenowe
SI,3679.43,
PL,50490.97,
BG,,
UK,1139250.6,
RO,,
PL,80611.74,
CZ,19598.25,
FR,,Valeur technique
RO,438.42,
PL,,
DK,,
CZ,319.44,
FR,1050000,Technique
RO,,
SI,1108.78,Cena---Dodatne ugodnosti
GR,,
RO,4023.86,
SI,9015.76,
RO,,
RO,365.96,
FR,107142.57,
RO,,
RO,288140.52,
DE,300000,Angebotspreis---Dienstleistungskonzept---fachliche Wertung Arbeitsmuster
RO,2377.09,
SI,624.17,Varnost in kakovost živil
FR,310699,Valeur technique
PL,,Koszt roboczogodziny serwisu pogwarancyjnego
FR,60867.58,
ES,911100,
RO,3034.58,
SE,269144.69,
CH,17896440.13,CAd 1) Prix et coûts---CAd 2) Exigences de qualité
IT,575707.2,Criterio di qualità
SI,,
FI,57260,
SI,15755,
LT,,
RO,346448.06,Termen de livrare = 20 puncte; este de minim 5 zile si nu mai mare de 20 zile de la primirea comenzii ferme de livrare a produselor; de către toate părțile.
DE,61208,
RO,126380,Termenul de livrare
PL,,
PL,651.96,
BG,951.53,
BG,,
PL,995.39,
PL,4613.51,Termin gwarancji---Warunki techniczne
HU,,
DE,,
RO,162.48,
FI,1242000,
LT,,
DE,0.01,
PL,,
ES,157935.2,
DE,,
PL,,cena---termin dostawy
PL,631.4,oferowana cena---termin dostawy
BG,1016295.71,
PL,,Termin dostawy
FR,208000,
RO,1156.93,
PL,88130.58,
PL,364.93,Cena
RO,6394.64,
GR,768.8,
SE,,
GR,500000,
PL,245333.27,Cena---Termin płatności
PL,38300.45,termin płatności
DE,,
FI,,
IE,,
FR,1,Organisation des livraisons et traçabilité logistique et environnementale---Valeur technique
FR,2000000,VALEUR TECHNIQUE
FR,12750,Valeur technique
RO,,
FI,170955,
NO,406046.03,Quality; ordering and delivery
RO,,
RO,,
DE,200108.96,Samstags-Service---Technischer Wert---Vorteilhaftigkeit der Vertragsbedingungen
PL,4566.13,Termin dostawy towaru---Termin dostawy/wymiany reklamacyjnej towaru---Termin gwarancji/rękojmi towaru---Wysokość kary umownej za opóźnienie w dostawie sukcesywnej i dostawie reklamacyjnej towaru za każdy dzień opóźnienia
DE,0.01,
CZ,685596.42,Hodnocení kvalifikace a zkušeností osob---Nabídková cena
RO,162.43,
RO,,
LT,,
HR,312989.81,Rok rješavanja prigovora korisnika
PL,30080.98,
LV,41413,
BG,,
CH,1422251.89,Fonctionnalités cliniques et ergonomie du bien proposé---Organisation du fournisseur et de la maintenance---Prix (coût d&apos;acquisition et d&apos;un contrat de maintenance sur 8 ans)---Qualiité technique du bien par rapport au cahier des charges
FR,168.2,Valeur Technique
HU,749.31,
UK,1822800.96,
RO,187.55,
SI,,
RO,24467.83,
SI,4801.85,Shema kakovosti
FR,7873830.95,Délais---Sécurité---Valeur technique
UK,138.99,Attributes---Capability---Client review---Custom metric---Features---Qualifications
LT,57,
BG,,
SI,1885.73,
CZ,504316.17,
SI,490.86,
DE,,Auftragsbezogene Zusammenarbeit---Organisation und Durchführungsqualität---Personaleinsatz
RO,73449.01,
RO,5860.54,
FR,92000,Valeur technique---protection de l&apos;environnement
PL,2373.42,
FR,454860,SAV et assistance technique---Valeur technique
BE,,Dienst na verkoop---Farmaceutische gegevens---Klinische gegevens
HR,,
PL,,
FR,,Démarche qualité du fournisseur- Actions en faveur du Développement Durable---valeur technique
SI,1036.99,
FR,523500,
RO,,
LT,,
LV,11232,
DE,0.01,Finanzielle Konditionen---Händlernetz---Kommunikations- und Vertriebskonzept---Messung der Nutzung---Produktauswahl---Umfang der Versicherung
RO,,
LT,,
SI,,
CZ,743.28,Celková cena pro hodnocení /CZK---Hovorné pro hodnocení /číslo
NO,203023.01,Product range---Service/delivery time.
SI,,
RO,,
FR,306848,Valeur technique
NL,,zie hiervoor het beschrijvend document---zie hiervoor het beschrijvend document
RO,17514.84,
FR,674598.96,Performance en matière de développement durable---Qualité technique
FR,266666.67,Délai d&apos;exécution---Prix---Valeur technique et environnementale
DE,185808,
ES,339000,Derogación regla proporcional---Disminución y/o eliminación de la franquicia---Inclusión garantía portadores de datos---Incrementos de capitales daños---Oferta económica
FR,13604599,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
RO,88.51,
UK,119621.31,Price---Quality
HU,36423.24,Megrendelő szavatossági igényének teljesítési határideje; a szavatossági igény bejelentésétől számítva; egész órában megadva
NO,50755.75,Price---Quality
PL,9030.16,
BE,840239.56,Non spécifié
BG,262112.69,
FR,21214,Pratiques concourant au développement durable---Prix---Qualité technique
BE,27630,
UK,223110.84,Supply Route
HR,,Rok isporuke robe
ES,,Analíticas periódicas a determinados artículos---Precio ofertado---Uso de pallets de PVC; plástico u otro material similar que sea no absorbente
FR,3230,Valeur technique de l&apos;offre appréciée à l&apos;aide du mémoire technique
RO,2124.21,
ES,202920,Ampliación del plazo de garantía sobre inmovilizado---Medios materiales y humanos---Mejoras técnicas---Oferta económica---Valor técnico
RO,17003.51,
RO,,
PT,,
DE,1,Der Preis ist nicht das einzige Zuschlagskriterium; alle Kriterien sind nur in den Beschaffungsunterlagen aufgeführt
CZ,,
FR,,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
UK,6079.36,Working With Disabled and Elderly set out in ITT
ES,208205,
RO,325.01,
CZ,40903.78,
UK,498775.31,Price---Quality
PL,5665.17,
FI,538600,
RO,,
FR,,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
SI,,
LT,161069.02,
PL,194759.87,Aspekt środowiskowy---Termin uzupełnienia depozytu
DE,1995511.28,
ES,11179478.47,
HR,310520.54,Broj tehničkih stručnjaka ponuditelja koji posjeduju certifikate
PL,54633.28,
ES,75144.15,Criterios cualitativos
RO,,
LT,,
UK,455700.24,Approach and methodology---Health and safety---Skills; capabilities and experience
IT,15834,offerta economica---offerta tecnica
CH,1.38,Betrieb und Support---Funktionalität---Preis---Projektrealisierung und Kompetenzen
IT,,
ES,,Servicios académicos---Servicios no académicos
DE,0.01,
PL,60498.88,Termin dostaw częściowych
IT,53133,
DE,0.01,Qualität
SI,809488.88,
FR,12250,Adaptation de la méthodologie (dont DTI)---Montant de la rémunération---Qualité de l&apos;expérience des intervenants
RO,3751.93,
IT,279105,
ES,130895,
LT,,
RO,109.16,
SE,283310.2,
SI,3378.81,
PL,15704.49,Termin dostawy---Termin płatności
RO,8.43,
DK,1753050.99,Funktionelle og tekniske krav---Service; vedligeholdelse og uddannelse
PL,69645.43,
RO,1896.61,
RO,,
FR,240000,Moyens humains et matériels affectés à la réalisation de la mission---Méthodologie et l&apos;organisation interne proposées pour assurer le suivi de chaque phase de la mission décrite dans le cahier des charge
CZ,7391.59,
FR,480000,Valeur technique
AT,291145.46,Fertigungsqualität---Funktionalität---Optischer Gesamteindruck / Design---Serviceleistung/Kundendienst
RO,12368.53,Componenta tehnica 2. Domiciliul medicului veterinar titular fata de circumscriptia sanitar veterinara unde urmeaza sa se presteze serviciile sanitar veterinare. – Pondere 25 % din evaluarea ofertei.---Componenta tehnica 3. Experienta profesionala a medicului titular in cadrul SC /CMV (prestari servicii sanitar-veterinare). – Pondere 15 % din evaluarea ofertei. a tehnica---Componenta tehnica1.Dovada detinerii unui cabinet medical veterinar / spatiului necesar pentru prestarea serviciilor sanitare veterinare. – Pondere 10 % din evaluarea ofertei.
DE,2151772,
FR,98780,Valeur technique de l&apos;offre
SE,,
PL,114410.83,Ocena techniczna
RO,,
RO,23.54,
PL,7190.06,Dostawa na ratunek” w ciągu 12 godz.; także w dni wolne od pracy (tj. soboty; niedziele i święta)
FR,250.37,
RO,,
FR,,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
SI,,
IT,,
FR,,Durée et moyen---Valeur technique
RO,,
FR,40000,Développement durable---Qualité de service---Valeur technique
SI,11222.33,
PL,6807.05,
PL,,Okres gwarancji
DE,21630.45,
ES,,Calidad de la luminaria---Eficiencia energética y parámetros luminotécnicos---Oferta económica para los 4 lotes
BE,8739.7,
RO,,
RO,,
LT,,
RO,4660.89,
FR,21200000,Valeur financière---Valeur technique et qualité de services
CZ,1692716.46,Celková nabídková cena
PL,373820.74,ocena jakości
SI,19.7,
NL,100,Kwaliteit---Prijs
BG,,Мощност — М---Срок на доставка — П1
FR,,Valeur technique
RO,,
RO,351.93,
SI,,
RO,94446.08,
UK,3316484.96,Cost — N/a Negotiation---Quality — N/a Negotiation
RO,297.14,
UK,,Delivery and customer service---Quality---Sustainability
RO,,
RO,,
UK,1.14,Criteria relating to the capability to deliver the freight capacity framework requirements (fully managed service; resilience and ticketing arrangements)
RO,,
PL,5704.31,Termin dostawy
LV,38120,
FR,3750,
FR,108750000,Optimisation des coûts d&apos;acheminement---Relation clientèle---Services liés à la fourniture
CZ,422578.5,
FR,,Valeur technique
MK,,
FI,,Hinta-laatusuhde
RO,220789.01,Punctajul tehnic
SI,,
PL,,
RO,,
RO,603.76,
RO,,
IT,24500,OFFERTA TECNICA
SE,,
PL,11169.02,doświadczenie zawodowe
ES,,Lote 1 (A.1) Plazo de ejecución---Lote 1 (A.1) Plazo de garantía---Lote 1 (A.1.) Conforme Anexos del Pliego---Lote 1 (A.1.) Proposición económica---Lote 105 a 106 (D.1 a D.2) conforme anexos del pliego---Lote 105 a 106 (D.1 a D.2) plazo de garantía---Lote 105 a 106 (D.1 a D.2) proposición económica---Lote 105 a 106 (D.1 a D.2) tiempo de respuesta ante una deficiencia en garantía---Lote 2 a 6 (A.2 a A.6) Conforme anexos del pliego---Lote 2 a 6 (A.2 a A.6) Posibilidad de suministros futuros---Lote 2 a 6 (Lote A.2 a A.6) Plazo de garantía---Lote 2 a 6 (Lote A.2 a A.6) Proposición económica---Lote 7 al 97 (B.1 a B.91) conforme anexos pliego.---Lote 7 al 97 (B.1 a B.91) plazo de garantía---Lote 7 al 97 (B.1 a B.91) proposición económica---Lote 98 al 104 (C.1 a C.7) conforme anexos del pliego---Lote 98 al 104 (C.1 a C.7) plazo de garantía---Lote 98 al 104 (C.1 a C.7) proposición económica---Lote 98 al 104 (C.1 a C.7) tiempo de respuesta deficiencia en garantía
PL,,czas dostawy/czas uzupełnienia depozytu
RO,,
PL,10591.96,termin dostawy pilnej
RO,,
PL,103.55,
FR,157759.89,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
LT,4268,
RO,9.8,
SI,7952.6,
LV,18571,
RO,170.33,
IT,,
PL,44482.81,
PL,8655.99,
PL,5910.65,
NL,3770000,Kwaliteit
PL,23189.69,Gwarancja
CZ,2577.72,
DK,,Aflevering---Kvalitet af de i tilbuddet anvendte produkter og byggemetoder---Projektstyring; organisation og bemanding
PL,,
DE,243088.45,
PL,,Termin dostawy---Termin płatności
FR,,
SI,32867.58,
SI,15123.05,živila iz shem kakovosti
AT,567000,Techn. Leistungsmerkmale inkl. Bedienung und klinischer Nutzen
FR,24000,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché
GR,5750,
IT,,Escavatore---Servizio post-vendita---Tempi consegna
FR,4000,Adéquation des moyens humains mis en œuvre pour assurer une répartition homogène de la charge par auditeur et assurer des délais raisonnables de réalisation de la mission---Compréhension de la mission et de l&apos;environnement de la formation professionnelle; de ses enjeux et de la posture à avoir auprès des différents acteurs de la mission à réaliser---Méthodologie et moyens techniques proposés par le candidat pour assurer un suivi précis et à jour des dossiers et pour assurer une circulation fiable et homogène des informations au sein de l&apos;ensemble---Qualité et pertinence de l&apos;équipe proposée; adéquation des profils et des compétences pour réaliser les tâches demandées
PL,,Samodzielna realizacja kluczowych elementów (części) zamówienia
FI,,
RO,9384.02,
FR,153080.07,Prix des prestations---Valeur technique
RO,,
DK,900000,
RO,0.02,CRITERIU TEHNIC
FR,40000,
PL,15687.45,Termin dostawy---Termin obsługi reklamacji
RO,1149300,Garantia produselor
PL,753527.34,doświadczenie kierownika budowy---okres gwarancji
SI,437,živila iz shem kakovosti ali nacionalnih shem kakovosti
SI,,Shema kakovosti
SK,,
DE,108798.15,
FR,1322109.2,Valeur technique de l’offre au vu du mémoire justificatif fourni
ES,5172405.4,Criterios evaluables mediante fórmula L13
LT,,
PL,180292.35,
PL,,
PL,7301.75,Termin dostawy---Termin płatności---Termin wdrożenia reklamacji
PL,19111.13,
GR,10797,
PL,73133.84,Gwarancja---Jakość
BG,25564.99,
RO,10416.62,
FI,437750,Laatu
ES,12514.5,
SE,736.13,
RO,93.57,
SE,,
RO,131.71,
PL,,
CZ,,
SE,,
LT,,Užtikrinama greitaveika
FR,,
PL,,
PL,3960.35,
SI,67600,cena---kvaliteta
PL,,Parametry techniczne
HU,35125.13,A minimum 12 hónap fölötti ártartás időtartama hónapokban (további max 24 hónap)
EE,73800,
